kode_wilayah,wilayah,judul_data,tahun,nilai
1305,Tanah Datar,Net Ekspor,2014,-21.9
1706,Mukomuko,Pengeluaran Konsumsi Rumah Tangga,2011,1499.83
7401,Buton,Pengeluaran Konsumsi Pemerintah,2021,616.73
7271,Kota Palu,Pengeluaran Konsumsi Pemerintah,2020,3596.88
1373,Kota Sawah Lunto,Pengeluaran Konsumsi Pemerintah,2011,375.89
7472,Kota Baubau,Perubahan Inventori,2012,37.82
1905,Bangka Selatan,PDRB,2011,4741.37
1211,Karo,Pembentukan Modal Tetap Bruto,2020,6610.3
6211,Gunung Mas,Net Ekspor,2018,-1649.04
3309,Boyolali,Pembentukan Modal Tetap Bruto,2021,7386.23
1205,Tapanuli Utara,Pengeluaran Konsumsi Rumah Tangga,2010,2544.02
9704,Tolikara,Pembentukan Modal Tetap Bruto,2017,663.64
1373,Kota Sawah Lunto,Net Ekspor,2024,256.52
3319,Kudus,PDRB,2017,97163.85
1611,Empat Lawang,Perubahan Inventori,2024,5.06
1104,Aceh Tenggara,Pengeluaran Konsumsi Rumah Tangga,2017,3309.37
3171,Kota Jakarta Selatan,Pengeluaran Konsumsi Rumah Tangga,2019,415436.68
8171,Kota Ambon,PDRB,2022,17159.5
9204,Maybrat,PDRB,2013,382.53
7312,Soppeng,Perubahan Inventori,2016,55.95
7210,Sigi,Pengeluaran Konsumsi LNPRT,2014,117.09
9203,Sorong Selatan,Pengeluaran Konsumsi LNPRT,2020,45.06
3313,Karanganyar,Pengeluaran Konsumsi Pemerintah,2017,1866.92
1672,Kota Prabumulih,Pengeluaran Konsumsi LNPRT,2015,93.37
3211,Sumedang,Pengeluaran Konsumsi LNPRT,2023,678.79
9608,Puncak Jaya,Pengeluaran Konsumsi LNPRT,2016,33.56
1103,Aceh Selatan,PDRB,2024,7466.23
3308,Magelang,Net Ekspor,2020,-3662.4
1107,Aceh Barat,Net Ekspor,2013,-1043.06
6207,Lamandau,Net Ekspor,2016,212.86
3523,Tuban,Perubahan Inventori,2024,363.62
3508,Lumajang,Net Ekspor,2019,16.12
5303,Kupang,PDRB,2021,7988.62
5272,Kota Bima,Pembentukan Modal Tetap Bruto,2012,831.35
3316,Blora,Pengeluaran Konsumsi Pemerintah,2019,2254.74
8206,Halmahera Timur,PDRB,2018,3206.11
1172,Kota Sabang,Pengeluaran Konsumsi Pemerintah,2015,998.97
9428,Mamberamo Raya,Perubahan Inventori,2021,2.86
1101,Simeulue,Pengeluaran Konsumsi Pemerintah,2021,831.37
1501,Kerinci,Pembentukan Modal Tetap Bruto,2021,2831.98
1109,Pidie,Pengeluaran Konsumsi Pemerintah,2022,2407.94
3206,Tasikmalaya,Pengeluaran Konsumsi Pemerintah,2018,3145.28
1805,Lampung Tengah,Pembentukan Modal Tetap Bruto,2020,24235.41
7308,Maros,Pengeluaran Konsumsi LNPRT,2023,412.78
7312,Soppeng,Net Ekspor,2016,-622.21
1813,Pesisir Barat,Pembentukan Modal Tetap Bruto,2016,736.71
1506,Tanjung Jabung Timur,Pengeluaran Konsumsi LNPRT,2010,29.71
1301,Kepulauan Mentawai,Perubahan Inventori,2014,-4.08
3671,Kota Tangerang,Pengeluaran Konsumsi Pemerintah,2020,3176.02
1674,Kota Lubuklinggau,Perubahan Inventori,2019,59.77
3323,Temanggung,Pembentukan Modal Tetap Bruto,2019,3686.82
1409,Rokan Hilir,Perubahan Inventori,2011,1478.13
1377,Kota Pariaman,PDRB,2017,4309.01
3515,Sidoarjo,Pembentukan Modal Tetap Bruto,2019,61924.34
6502,Bulungan,Perubahan Inventori,2019,23.25
1118,Pidie Jaya,PDRB,2019,3449.87
3278,Kota Tasikmalaya,Pengeluaran Konsumsi Pemerintah,2018,2270.74
1809,Pesawaran,Pengeluaran Konsumsi LNPRT,2011,79.46
1705,Seluma,Pengeluaran Konsumsi LNPRT,2015,52.28
7306,Gowa,Pembentukan Modal Tetap Bruto,2023,8602.0
1210,Dairi,Pembentukan Modal Tetap Bruto,2014,1587.42
1211,Karo,Pengeluaran Konsumsi Pemerintah,2016,1539.23
5302,Sumba Timur,Pengeluaran Konsumsi Pemerintah,2022,1502.14
3603,Tangerang,Net Ekspor,2018,26217.51
1903,Bangka Barat,Pembentukan Modal Tetap Bruto,2024,3606.71
7412,Konawe Kepulauan,Net Ekspor,2015,-236.72
3305,Kebumen,Pengeluaran Konsumsi LNPRT,2011,220.68
7311,Bone,Pembentukan Modal Tetap Bruto,2023,16183.12
1106,Aceh Tengah,Pengeluaran Konsumsi LNPRT,2018,114.87
3306,Purworejo,Pengeluaran Konsumsi LNPRT,2012,191.32
7602,Polewali Mandar,Pengeluaran Konsumsi LNPRT,2016,53.54
8204,Halmahera Selatan,PDRB,2014,3627.88
3502,Ponorogo,Pembentukan Modal Tetap Bruto,2010,2456.04
1709,Bengkulu Tengah,Net Ekspor,2024,-725.05
5303,Kupang,Pengeluaran Konsumsi LNPRT,2020,219.66
7471,Kota Kendari,Perubahan Inventori,2011,-270.77
5207,Sumbawa Barat,PDRB,2022,31512.49
2172,Kota Tanjung Pinang,PDRB,2020,19665.01
7202,Banggai,Net Ekspor,2016,-2066.94
9428,Mamberamo Raya,Pembentukan Modal Tetap Bruto,2013,407.84
3205,Garut,Pengeluaran Konsumsi Rumah Tangga,2018,42329.09
6207,Lamandau,Pengeluaran Konsumsi Rumah Tangga,2021,1964.25
7471,Kota Kendari,Pengeluaran Konsumsi LNPRT,2014,140.84
1606,Musi Banyuasin,Pengeluaran Konsumsi LNPRT,2024,1936.36
1310,Solok Selatan,Pengeluaran Konsumsi LNPRT,2016,53.59
7411,Kolaka Timur,Pembentukan Modal Tetap Bruto,2012,0.0
7310,Barru,Perubahan Inventori,2022,20.1
8206,Halmahera Timur,Net Ekspor,2013,169.95
6474,Kota Bontang,Pengeluaran Konsumsi Pemerintah,2024,2049.97
1214,Nias Selatan,Pengeluaran Konsumsi Pemerintah,2021,1941.05
6471,Kota Balikpapan,Perubahan Inventori,2018,-16.47
7409,Buton Utara,Perubahan Inventori,2019,6.39
3271,Kota Bogor,Perubahan Inventori,2021,-529.4
5101,Jembrana,Net Ekspor,2012,-472.34
9608,Puncak Jaya,Net Ekspor,2016,-907.24
5203,Lombok Timur,Pembentukan Modal Tetap Bruto,2024,9658.47
6171,Kota Pontianak,Pengeluaran Konsumsi LNPRT,2015,280.62
1273,Kota Pematang Siantar,Pengeluaran Konsumsi LNPRT,2013,208.9
9403,Jayapura,Pengeluaran Konsumsi Rumah Tangga,2023,9508.96
3318,Pati,Pembentukan Modal Tetap Bruto,2016,8096.78
6371,Kota Banjarmasin,Pengeluaran Konsumsi LNPRT,2024,347.63
9704,Tolikara,PDRB,2016,1233.93
1803,Lampung Selatan,PDRB,2023,55994.61
1215,Humbang Hasundutan,Pengeluaran Konsumsi Rumah Tangga,2018,3133.45
6403,Kutai Kartanegara,Perubahan Inventori,2021,78.42
3314,Sragen,Pembentukan Modal Tetap Bruto,2019,9270.54
3574,Kota Probolinggo,PDRB,2016,8888.11
6205,Barito Utara,Net Ekspor,2020,-802.19
7412,Konawe Kepulauan,Pengeluaran Konsumsi Rumah Tangga,2012,0.0
1807,Way Kanan,Perubahan Inventori,2019,2.69
1871,Kota Bandar Lampung,Perubahan Inventori,2023,159.8
1402,Indragiri Hulu,Pengeluaran Konsumsi Pemerintah,2020,1585.51
6409,Penajam Paser Utara,Pembentukan Modal Tetap Bruto,2015,2534.32
8208,Pulau Taliabu,Pembentukan Modal Tetap Bruto,2011,129.61
1402,Indragiri Hulu,Pembentukan Modal Tetap Bruto,2019,16904.99
1406,Kampar,Pembentukan Modal Tetap Bruto,2024,39027.47
1813,Pesisir Barat,PDRB,2010,0.0
1215,Humbang Hasundutan,Net Ekspor,2014,-58.07
3211,Sumedang,Pengeluaran Konsumsi Rumah Tangga,2023,29540.81
7206,Toli-Toli,Pengeluaran Konsumsi Pemerintah,2016,1055.27
9601,Mimika,Pengeluaran Konsumsi Rumah Tangga,2014,8201.77
3213,Subang,Pengeluaran Konsumsi LNPRT,2020,314.11
1209,Simalungun,Pengeluaran Konsumsi LNPRT,2017,341.64
1611,Empat Lawang,Perubahan Inventori,2019,-16.9
1205,Tapanuli Utara,Pembentukan Modal Tetap Bruto,2023,4367.41
8172,Kota Tual,Pengeluaran Konsumsi Rumah Tangga,2018,1525.08
1371,Kota Padang,Net Ekspor,2022,5487.26
1214,Nias Selatan,Pembentukan Modal Tetap Bruto,2024,2378.89
3175,Kota Jakarta Utara,Pengeluaran Konsumsi Rumah Tangga,2017,262015.8
9427,Supiori,Pengeluaran Konsumsi Pemerintah,2018,351.22
1810,Pringsewu,Pengeluaran Konsumsi LNPRT,2021,205.32
1113,Gayo Lues,Perubahan Inventori,2013,-0.07
3172,Kota Jakarta Timur,Pembentukan Modal Tetap Bruto,2019,173090.7
1902,Belitung,Pengeluaran Konsumsi Rumah Tangga,2012,2705.28
6472,Kota Samarinda,Pembentukan Modal Tetap Bruto,2011,15838.88
1404,Pelalawan,Pengeluaran Konsumsi LNPRT,2017,150.81
5305,Timor Tengah Utara,Pengeluaran Konsumsi LNPRT,2014,96.08
6207,Lamandau,Perubahan Inventori,2012,42.6
3674,Kota Tangerang Selatan,Net Ekspor,2010,-13653.17
1603,Muara Enim,Pengeluaran Konsumsi LNPRT,2018,999.2
6202,Kotawaringin Timur,PDRB,2011,11246.83
7408,Kolaka Utara,Pengeluaran Konsumsi LNPRT,2021,76.45
1503,Sarolangun,Pengeluaran Konsumsi Pemerintah,2010,457.74
3501,Pacitan,PDRB,2021,16381.24
1505,Muaro Jambi,PDRB,2019,24294.99
6401,Paser,Pengeluaran Konsumsi LNPRT,2017,64.83
1408,Bengkalis,Pembentukan Modal Tetap Bruto,2018,23769.7
9607,Puncak,Pengeluaran Konsumsi Rumah Tangga,2022,1378.31
8107,Seram Bagian Timur,Pengeluaran Konsumsi Pemerintah,2010,480.58
1471,Kota Pekanbaru,Pengeluaran Konsumsi LNPRT,2013,550.6
7306,Gowa,Perubahan Inventori,2013,156.56
6571,Kota Tarakan,Perubahan Inventori,2020,153.93
9704,Tolikara,Pengeluaran Konsumsi LNPRT,2012,7.4
8201,Halmahera Barat,Net Ekspor,2021,-133.72
7111,Bolaang Mongondow Timur,Net Ekspor,2010,14.93
3213,Subang,Pengeluaran Konsumsi Rumah Tangga,2013,18420.62
9504,Asmat,Pengeluaran Konsumsi LNPRT,2020,44.57
6203,Kapuas,Pengeluaran Konsumsi LNPRT,2022,362.3
9502,Boven Digoel,Perubahan Inventori,2010,-57.18
3316,Blora,Net Ekspor,2020,1652.93
7606,Mamuju Tengah,Pembentukan Modal Tetap Bruto,2023,1006.58
7409,Buton Utara,Pengeluaran Konsumsi Rumah Tangga,2013,757.39
5206,Bima,Pengeluaran Konsumsi Pemerintah,2015,1823.92
9471,Kota Jayapura,Pengeluaran Konsumsi LNPRT,2024,4111.57
5308,Lembata,Pengeluaran Konsumsi Rumah Tangga,2010,614.93
1408,Bengkalis,Perubahan Inventori,2018,158.14
9427,Supiori,Pengeluaran Konsumsi Rumah Tangga,2020,896.74
9504,Asmat,Pembentukan Modal Tetap Bruto,2011,500.13
6502,Bulungan,Pengeluaran Konsumsi LNPRT,2014,77.08
7601,Majene,Pembentukan Modal Tetap Bruto,2014,811.65
1202,Mandailing Natal,Pembentukan Modal Tetap Bruto,2022,3436.53
9104,Teluk Bintuni,Perubahan Inventori,2011,67.35
3508,Lumajang,Pembentukan Modal Tetap Bruto,2012,3698.29
5310,Sikka,Pengeluaran Konsumsi Rumah Tangga,2015,2939.8
7201,Banggai Kepulauan,Net Ekspor,2021,146.49
3523,Tuban,Pengeluaran Konsumsi Rumah Tangga,2015,26038.23
1706,Mukomuko,Perubahan Inventori,2020,83.3
1704,Kaur,Pengeluaran Konsumsi Rumah Tangga,2023,2868.83
1504,Batang Hari,Perubahan Inventori,2014,-208.86
3311,Sukoharjo,Pengeluaran Konsumsi LNPRT,2019,438.09
6502,Bulungan,Pengeluaran Konsumsi Rumah Tangga,2024,4617.52
1171,Kota Banda Aceh,Net Ekspor,2014,-6688.75
3321,Demak,Pengeluaran Konsumsi LNPRT,2015,312.55
6307,Hulu Sungai Tengah,PDRB,2015,5135.88
7301,Kepulauan Selayar,Pengeluaran Konsumsi Rumah Tangga,2016,2570.93
7308,Maros,Pembentukan Modal Tetap Bruto,2020,5642.4
5272,Kota Bima,Pengeluaran Konsumsi Pemerintah,2022,1509.41
3271,Kota Bogor,PDRB,2014,29147.19
6172,Kota Singkawang,Pengeluaran Konsumsi Pemerintah,2014,894.85
9701,Nduga,Pengeluaran Konsumsi Rumah Tangga,2020,952.07
1810,Pringsewu,Net Ekspor,2016,-1876.7
6111,Kayong Utara,Pembentukan Modal Tetap Bruto,2011,485.88
1303,Solok,Pengeluaran Konsumsi Rumah Tangga,2018,7106.16
9104,Teluk Bintuni,PDRB,2010,18344.45
3515,Sidoarjo,Perubahan Inventori,2015,5674.72
1506,Tanjung Jabung Timur,Pembentukan Modal Tetap Bruto,2020,3616.09
9403,Jayapura,Pengeluaran Konsumsi LNPRT,2017,87.37
1277,Kota Padangsidimpuan,Net Ekspor,2017,-1591.95
3312,Wonogiri,Perubahan Inventori,2010,117.65
1613,Musi Rawas Utara,PDRB,2021,7744.0
6112,Kubu Raya,Pembentukan Modal Tetap Bruto,2018,9768.86
1607,Banyu Asin,Pengeluaran Konsumsi Pemerintah,2022,2146.62
7203,Morowali,Pembentukan Modal Tetap Bruto,2020,16658.07
5103,Badung,Net Ekspor,2012,-829.22
1173,Kota Langsa,Perubahan Inventori,2014,-2.12
7312,Soppeng,Pengeluaran Konsumsi Rumah Tangga,2024,8618.42
9504,Asmat,Pembentukan Modal Tetap Bruto,2023,1565.47
3212,Indramayu,Perubahan Inventori,2013,3392.23
1906,Belitung Timur,Perubahan Inventori,2012,118.47
9201,Raja Ampat,Pengeluaran Konsumsi Rumah Tangga,2012,531.39
7201,Banggai Kepulauan,Pembentukan Modal Tetap Bruto,2014,853.96
1271,Kota Sibolga,Perubahan Inventori,2015,70.13
1211,Karo,Pengeluaran Konsumsi Pemerintah,2021,1907.3
6404,Kutai Timur,Pengeluaran Konsumsi LNPRT,2012,137.62
5201,Lombok Barat,PDRB,2018,14470.44
3213,Subang,Perubahan Inventori,2016,1411.01
1613,Musi Rawas Utara,Perubahan Inventori,2020,90.25
3522,Bojonegoro,Pengeluaran Konsumsi Pemerintah,2021,2573.21
5303,Kupang,Pengeluaran Konsumsi Rumah Tangga,2020,3923.74
1208,Asahan,Net Ekspor,2016,1995.23
3213,Subang,Net Ekspor,2018,-6601.48
3523,Tuban,Pengeluaran Konsumsi LNPRT,2023,669.16
7109,Minahasa Tenggara,Pengeluaran Konsumsi Rumah Tangga,2015,2026.42
6102,Bengkayang,Pengeluaran Konsumsi Pemerintah,2015,992.01
9605,Paniai,PDRB,2020,4283.39
3502,Ponorogo,Pembentukan Modal Tetap Bruto,2018,5422.88
6305,Tapin,PDRB,2017,7430.81
3204,Bandung,Perubahan Inventori,2021,-828.32
1111,Aceh Utara,Net Ekspor,2019,-1236.58
1202,Mandailing Natal,Perubahan Inventori,2016,313.49
3275,Kota Bekasi,Pengeluaran Konsumsi LNPRT,2019,330.39
1905,Bangka Selatan,Pengeluaran Konsumsi Pemerintah,2014,545.67
7303,Bantaeng,Pembentukan Modal Tetap Bruto,2011,1353.62
5315,Manggarai Barat,Perubahan Inventori,2017,19.88
1174,Kota Lhokseumawe,Pengeluaran Konsumsi Rumah Tangga,2017,4284.17
7405,Konawe Selatan,Pengeluaran Konsumsi LNPRT,2010,85.15
5313,Manggarai,Net Ekspor,2023,-2210.92
5314,Rote Ndao,Pengeluaran Konsumsi LNPRT,2022,127.36
1114,Aceh Tamiang,Pembentukan Modal Tetap Bruto,2021,2728.51
5317,Sumba Barat Daya,Pembentukan Modal Tetap Bruto,2021,1189.22
5106,Bangli,Pengeluaran Konsumsi Pemerintah,2016,959.33
6472,Kota Samarinda,Pengeluaran Konsumsi LNPRT,2018,644.19
9705,Mamberamo Tengah,Pengeluaran Konsumsi Rumah Tangga,2020,995.64
7207,Buol,Pengeluaran Konsumsi Pemerintah,2012,563.36
7106,Minahasa Utara,Pengeluaran Konsumsi Rumah Tangga,2022,6887.74
1808,Tulangbawang,Perubahan Inventori,2015,584.46
1601,Ogan Komering Ulu,Pembentukan Modal Tetap Bruto,2021,5825.73
8172,Kota Tual,PDRB,2015,1758.33
5171,Kota Denpasar,Net Ekspor,2018,1804.64
7413,Muna Barat,Perubahan Inventori,2016,10.69
3206,Tasikmalaya,PDRB,2010,15853.36
2172,Kota Tanjung Pinang,Perubahan Inventori,2023,217.65
1213,Langkat,PDRB,2013,25423.58
1410,Kepulauan Meranti,Pengeluaran Konsumsi LNPRT,2012,72.04
3579,Kota Batu,Net Ekspor,2016,-804.3
6405,Berau,Perubahan Inventori,2018,23.05
1224,Nias Utara,Perubahan Inventori,2018,87.92
7108,Siau Tagulandang Biaro,PDRB,2011,956.3
2171,Kota Batam,PDRB,2020,161364.18
1604,Lahat,Pengeluaran Konsumsi Pemerintah,2024,3642.67
3314,Sragen,Pembentukan Modal Tetap Bruto,2016,6807.97
5103,Badung,Pengeluaran Konsumsi Rumah Tangga,2014,15197.89
7201,Banggai Kepulauan,Pengeluaran Konsumsi Rumah Tangga,2014,1511.52
3514,Pasuruan,Pembentukan Modal Tetap Bruto,2016,38841.67
9703,Lanny Jaya,Net Ekspor,2015,-623.09
1607,Banyu Asin,Perubahan Inventori,2021,-8.25
1601,Ogan Komering Ulu,Pengeluaran Konsumsi Rumah Tangga,2010,4211.63
6404,Kutai Timur,Perubahan Inventori,2020,172.42
2104,Lingga,Pengeluaran Konsumsi Pemerintah,2024,1177.2
3528,Pamekasan,Pembentukan Modal Tetap Bruto,2012,2664.84
1403,Indragiri Hilir,PDRB,2015,51800.09
7373,Kota Palopo,Net Ekspor,2018,-945.88
1224,Nias Utara,Net Ekspor,2021,-1233.81
7411,Kolaka Timur,Net Ekspor,2012,0.0
1810,Pringsewu,PDRB,2022,12841.95
6403,Kutai Kartanegara,Net Ekspor,2014,94196.89
7313,Wajo,Pembentukan Modal Tetap Bruto,2017,5372.93
3173,Kota Jakarta Pusat,Pengeluaran Konsumsi LNPRT,2020,7606.69
6304,Barito Kuala,PDRB,2015,6250.39
7317,Luwu,Perubahan Inventori,2012,131.92
7402,Muna,Pengeluaran Konsumsi Rumah Tangga,2023,5665.73
7316,Enrekang,Net Ekspor,2014,-748.39
1310,Solok Selatan,Pengeluaran Konsumsi Rumah Tangga,2021,3189.13
1708,Kepahiang,PDRB,2013,2365.95
7312,Soppeng,PDRB,2017,8876.21
2172,Kota Tanjung Pinang,Pembentukan Modal Tetap Bruto,2014,8515.59
6209,Katingan,Pembentukan Modal Tetap Bruto,2017,3158.57
3525,Gresik,Pembentukan Modal Tetap Bruto,2016,25726.84
1602,Ogan Komering Ilir,Pengeluaran Konsumsi Pemerintah,2019,2350.46
9706,Yalimo,Pengeluaran Konsumsi LNPRT,2015,6.34
1109,Pidie,Net Ekspor,2021,-2477.03
3215,Karawang,Net Ekspor,2018,82061.28
3577,Kota Madiun,Pembentukan Modal Tetap Bruto,2010,1160.58
9419,Sarmi,Pembentukan Modal Tetap Bruto,2012,591.6
7405,Konawe Selatan,Pengeluaran Konsumsi LNPRT,2023,242.1
3201,Bogor,Pembentukan Modal Tetap Bruto,2018,48753.46
7314,Sidenreng Rappang,Pengeluaran Konsumsi Rumah Tangga,2022,9517.54
3305,Kebumen,Net Ekspor,2013,-3987.95
6472,Kota Samarinda,Perubahan Inventori,2024,154.8
3519,Madiun,Pembentukan Modal Tetap Bruto,2020,6660.68
5317,Sumba Barat Daya,Pembentukan Modal Tetap Bruto,2022,1271.3
5302,Sumba Timur,Pembentukan Modal Tetap Bruto,2023,3027.18
7405,Konawe Selatan,Pengeluaran Konsumsi LNPRT,2022,217.1
1211,Karo,PDRB,2014,13817.09
7108,Siau Tagulandang Biaro,PDRB,2024,3390.53
8201,Halmahera Barat,Perubahan Inventori,2010,-38.74
7411,Kolaka Timur,Pengeluaran Konsumsi Pemerintah,2015,315.18
1803,Lampung Selatan,Net Ekspor,2015,1086.4
7401,Buton,Perubahan Inventori,2015,15.98
3527,Sampang,Net Ekspor,2019,-2163.36
7409,Buton Utara,PDRB,2019,3130.9
3571,Kota Kediri,Pengeluaran Konsumsi Pemerintah,2011,1042.86
9403,Jayapura,Perubahan Inventori,2013,10.78
1207,Labuhan Batu,Pembentukan Modal Tetap Bruto,2021,8332.1
7309,Pangkajene dan Kepulauan,Perubahan Inventori,2012,354.34
3311,Sukoharjo,Pengeluaran Konsumsi Rumah Tangga,2013,16147.96
9704,Tolikara,Perubahan Inventori,2017,-0.33
1208,Asahan,Perubahan Inventori,2015,461.25
3527,Sampang,Pengeluaran Konsumsi LNPRT,2024,445.59
1108,Aceh Besar,Pengeluaran Konsumsi LNPRT,2019,62.82
7311,Bone,Net Ekspor,2013,-1558.43
6271,Kota Palangka Raya,Perubahan Inventori,2020,305.55
1220,Padang Lawas Utara,Pengeluaran Konsumsi Pemerintah,2019,1023.51
1171,Kota Banda Aceh,Pengeluaran Konsumsi Rumah Tangga,2020,11170.96
7207,Buol,Pengeluaran Konsumsi Rumah Tangga,2014,2251.73
6310,Tanah Bumbu,Pengeluaran Konsumsi Pemerintah,2024,2022.04
5308,Lembata,Pembentukan Modal Tetap Bruto,2020,512.84
1225,Nias Barat,Pembentukan Modal Tetap Bruto,2021,554.09
6411,Mahakam Ulu,Pengeluaran Konsumsi Rumah Tangga,2014,395.9
9503,Mappi,Pengeluaran Konsumsi Rumah Tangga,2017,1872.27
1114,Aceh Tamiang,Pengeluaran Konsumsi Rumah Tangga,2012,2958.51
3322,Semarang,Pengeluaran Konsumsi LNPRT,2011,230.65
1202,Mandailing Natal,PDRB,2013,7874.04
1371,Kota Padang,Pembentukan Modal Tetap Bruto,2022,20937.97
5317,Sumba Barat Daya,Pengeluaran Konsumsi LNPRT,2014,92.31
3310,Klaten,Pengeluaran Konsumsi Rumah Tangga,2023,38105.01
6108,Kapuas Hulu,PDRB,2022,12187.1
6474,Kota Bontang,Pengeluaran Konsumsi Rumah Tangga,2020,6077.2
3509,Jember,Pembentukan Modal Tetap Bruto,2013,8017.03
1118,Pidie Jaya,Net Ekspor,2015,-1174.02
2101,Karimun,Net Ekspor,2013,-108.9
3603,Tangerang,PDRB,2013,80570.55
3502,Ponorogo,Pembentukan Modal Tetap Bruto,2024,7437.41
9403,Jayapura,Pengeluaran Konsumsi Rumah Tangga,2021,7955.09
3505,Blitar,Pengeluaran Konsumsi Rumah Tangga,2012,14692.06
7406,Bombana,Pembentukan Modal Tetap Bruto,2017,1653.03
6112,Kubu Raya,Pengeluaran Konsumsi LNPRT,2022,625.42
3376,Kota Tegal,Pembentukan Modal Tetap Bruto,2013,4429.02
9101,Fakfak,Net Ekspor,2010,-1082.24
6202,Kotawaringin Timur,Pengeluaran Konsumsi LNPRT,2013,130.25
3324,Kendal,Pengeluaran Konsumsi Rumah Tangga,2018,23488.89
6203,Kapuas,Pengeluaran Konsumsi Pemerintah,2020,1603.78
1771,Kota Bengkulu,Pengeluaran Konsumsi LNPRT,2011,308.39
1473,Kota Dumai,PDRB,2018,33076.21
1207,Labuhan Batu,Perubahan Inventori,2013,693.94
1971,Kota Pangkal Pinang,Pengeluaran Konsumsi Rumah Tangga,2013,3794.1
8102,Maluku Tenggara,Pengeluaran Konsumsi Pemerintah,2013,799.99
8103,Maluku Tengah,Net Ekspor,2015,-2612.56
5315,Manggarai Barat,Pembentukan Modal Tetap Bruto,2014,990.68
8271,Kota Ternate,Pengeluaran Konsumsi LNPRT,2023,168.77
1112,Aceh Barat Daya,Net Ekspor,2010,-771.54
3209,Cirebon,Perubahan Inventori,2017,1579.46
5307,Alor,Net Ekspor,2017,-1911.86
6108,Kapuas Hulu,PDRB,2020,10273.88
3574,Kota Probolinggo,Pengeluaran Konsumsi Pemerintah,2012,851.27
1215,Humbang Hasundutan,Pembentukan Modal Tetap Bruto,2010,629.48
3673,Kota Serang,Net Ekspor,2012,-10332.41
6472,Kota Samarinda,Net Ekspor,2016,-3038.49
3318,Pati,Perubahan Inventori,2019,366.16
1102,Aceh Singkil,Perubahan Inventori,2017,17.97
9707,Yahukimo,PDRB,2015,1699.63
6205,Barito Utara,PDRB,2012,5466.55
8206,Halmahera Timur,PDRB,2011,1801.06
8103,Maluku Tengah,Pembentukan Modal Tetap Bruto,2010,662.21
3313,Karanganyar,Pembentukan Modal Tetap Bruto,2016,6544.71
6403,Kutai Kartanegara,Pengeluaran Konsumsi Rumah Tangga,2011,10008.71
7401,Buton,Pengeluaran Konsumsi LNPRT,2024,73.01
1571,Kota Jambi,Pengeluaran Konsumsi Rumah Tangga,2014,12086.27
1375,Kota Bukittinggi,Pengeluaran Konsumsi Rumah Tangga,2010,2067.59
7413,Muna Barat,Net Ekspor,2010,0.0
7410,Konawe Utara,Perubahan Inventori,2018,25.6
1904,Bangka Tengah,Perubahan Inventori,2012,153.79
1807,Way Kanan,Pengeluaran Konsumsi Rumah Tangga,2014,5836.85
9408,Kepulauan Yapen,Pengeluaran Konsumsi Pemerintah,2014,480.08
3313,Karanganyar,Pengeluaran Konsumsi LNPRT,2021,511.98
7504,Bone Bolango,PDRB,2016,3508.13
9419,Sarmi,Perubahan Inventori,2021,4.38
7206,Toli-Toli,Pembentukan Modal Tetap Bruto,2016,1757.9
3101,Kep. Seribu,PDRB,2024,8102.98
3516,Mojokerto,Pengeluaran Konsumsi Rumah Tangga,2014,30698.98
7106,Minahasa Utara,Net Ekspor,2013,330.14
8272,Kota Tidore Kepulauan,Pembentukan Modal Tetap Bruto,2017,632.69
7503,Pohuwato,PDRB,2024,8579.42
6571,Kota Tarakan,Pengeluaran Konsumsi Rumah Tangga,2023,6762.51
3202,Sukabumi,Net Ekspor,2012,-5575.79
1311,Dharmasraya,Net Ekspor,2017,515.92
5310,Sikka,Pembentukan Modal Tetap Bruto,2012,916.74
3207,Ciamis,Perubahan Inventori,2022,28.23
8202,Halmahera Tengah,Pengeluaran Konsumsi LNPRT,2013,17.16
9603,Deiyai,Pengeluaran Konsumsi Rumah Tangga,2013,501.72
3515,Sidoarjo,Net Ekspor,2024,30094.74
7109,Minahasa Tenggara,Pengeluaran Konsumsi Pemerintah,2023,715.25
3329,Brebes,Pengeluaran Konsumsi Pemerintah,2023,2946.39
7304,Jeneponto,Pengeluaran Konsumsi Rumah Tangga,2011,2671.36
3576,Kota Mojokerto,Pengeluaran Konsumsi Rumah Tangga,2014,3194.17
9203,Sorong Selatan,Pengeluaran Konsumsi Rumah Tangga,2019,752.54
1408,Bengkalis,Pembentukan Modal Tetap Bruto,2010,8367.82
7411,Kolaka Timur,Pembentukan Modal Tetap Bruto,2010,0.0
6371,Kota Banjarmasin,Pengeluaran Konsumsi Pemerintah,2010,1631.52
5302,Sumba Timur,Pengeluaran Konsumsi Pemerintah,2016,1353.44
1504,Batang Hari,Pengeluaran Konsumsi Rumah Tangga,2021,8620.1
3375,Kota Pekalongan,Pengeluaran Konsumsi Pemerintah,2018,999.45
1309,Pasaman,PDRB,2016,7335.79
6310,Tanah Bumbu,Pengeluaran Konsumsi LNPRT,2024,210.49
9205,Tambrauw,Pengeluaran Konsumsi Pemerintah,2023,3405.5
3313,Karanganyar,Pengeluaran Konsumsi Rumah Tangga,2020,25547.43
6210,Pulang Pisau,Pengeluaran Konsumsi LNPRT,2024,90.53
3302,Banyumas,Pengeluaran Konsumsi Pemerintah,2013,3097.81
7505,Gorontalo Utara,PDRB,2017,2806.61
3672,Kota Cilegon,Pengeluaran Konsumsi Rumah Tangga,2021,21942.01
